 ,1,2,3,4,5,6
56820,103.4038,260.0375,-355.5526,-45.4472,-137.2765,297.7506
56840,105.9082,270.6982,-352.103,-47.8554,-146.4804,302.3224
56860,113.8837,271.5508,-353.7435,-51.2369,-156.1922,304.114
56880,114.1593,264.6102,-353.2978,-44.3215,-149.9713,303.7732
56900,111.0479,271.9335,-345.2205,-49.8727,-157.546,306.1824
56920,113.9051,264.8355,-345.7656,-29.7877,-145.7704,306.1499
56940,112.3536,271.3563,-343.7385,-29.5321,-149.2266,305.2853
56960,91.6215,283.8303,-331.516,-39.087,-146.7794,308.0799
56980,114.2991,280.012,-331.6671,-30.6464,-149.1281,308.0873
57000,83.3845,294.6864,-330.2768,-34.3101,-141.4886,309.4401
57020,90.3893,277.5125,-332.1752,-33.4318,-136.008,309.7011
57040,66.5822,290.9383,-317.9207,-26.9191,-133.324,301.6941
57060,78.8517,291.6525,-323.7943,-31.7363,-147.8576,295.9645
57080,87.5726,287.2906,-326.5788,-46.7126,-152.77,314.062
57100,86.4892,284.1814,-326.2793,-24.5536,-142.3673,313.0055
57120,87.9978,282.8637,-318.4036,-31.6388,-149.4184,300.8227
57140,56.2475,297.4068,-311.903,-25.5068,-132.6346,304.3417
57160,66.7326,291.0106,-317.4529,-28.1744,-129.7442,305.8296
57180,64.9484,272.6688,-325.1494,-9.9035,-113.7769,310.9909
57200,49.6706,281.1873,-318.7335,-15.4536,-116.8607,309.5472
57220,58.5467,287.7509,-316.6356,-39.2249,-136.6631,307.122
57240,58.8478,276.4091,-320.3653,-25.0361,-124.0379,307.874
57260,61.1769,283.9611,-317.5303,-32.9356,-131.4675,308.8853
57280,58.873,282.9373,-325.5804,-30.5329,-129.7445,304.4882
57300,54.1777,285.1307,-334.6234,-39.0481,-132.129,301.182
57320,58.7393,297.0434,-332.7945,-33.2523,-130.9653,300.4514
57340,49.8102,291.8711,-325.9103,-47.1036,-125.7873,303.8017
57360,48.071,301.1787,-322.2568,-56.9249,-130.8669,307.2329
57380,47.2609,307.9741,-317.7245,-61.4153,-132.9543,305.8385
57400,46.3074,298.7703,-327.2636,-57.4278,-127.595,307.352
57420,63.2506,288.482,-335.6246,-53.5781,-124.122,314.6466
57440,38.7204,310.8063,-335.1982,-55.4936,-122.9016,311.7815
57460,43.047,309.6605,-333.3562,-53.0117,-117.8879,298.1148
57480,42.1441,324.2413,-333.8235,-66.9728,-123.4826,307.4624
57500,22.9826,332.5685,-326.5318,-71.46,-121.1322,307.5119
57520,21.2958,332.3139,-318.3602,-70.5638,-112.3258,298.6655
57540,24.1604,332.2767,-328.8771,-72.384,-113.4101,301.297
57560,12.6246,325.4198,-323.0289,-84.8901,-109.5879,299.6562
57580,8.4193,326.5627,-326.8571,-89.6511,-116.7567,313.7753
57600,32.2968,319.6821,-322.9411,-97.352,-123.1074,309.9552
57620,27.9562,316.632,-326.138,-99.7603,-120.288,310.3441
57640,50.2063,327.6012,-327.3923,-114.3007,-142.2179,304.195
57660,12.3324,322.3535,-324.8387,-114.4078,-121.5613,307.6753
57680,23.7682,327.5162,-328.6367,-125.2653,-134.479,297.1502
57700,36.7848,325.1345,-327.3454,-134.3083,-142.3151,307.5969
57720,17.4442,322.6749,-332.5036,-134.5139,-135.5286,317.8604
57740,43.1861,308.988,-328.1926,-125.7222,-129.1453,303.0462
57760,12.7574,326.5997,-319.6023,-136.4235,-123.9135,306.5392
57780,28.0649,332.7574,-318.6835,-149.0765,-136.7694,310.207
57800,6.7506,329.685,-318.5135,-151.1443,-125.0977,325.0255
57820,-22.853,357.2635,-312.3561,-163.8924,-126.0868,311.0595
57840,10.217,333.3903,-319.8771,-151.9961,-128.9929,322.6174
57860,-4.3617,348.2303,-316.9054,-161.8828,-125.1731,311.3102
57880,-14.2813,343.6859,-321.9419,-171.8165,-129.3693,321.7804
57900,-8.7223,337.5924,-325.6048,-165.6745,-121.776,317.8661
57920,16.8107,337.6769,-326.3617,-186.0687,-145.4805,313.7259
57940,-3.1032,345.1877,-308.8259,-184.8391,-137.1251,316.0846
57960,0.4166,331.1756,-317.2077,-178.8971,-130.9655,315.3746
57980,-3.2522,344.5842,-315.9307,-183.7582,-135.6981,314.0532
58000,5.3332,344.5615,-311.2707,-184.7268,-136.2331,311.2905
58020,-2.3415,343.7616,-320.5132,-188.7336,-135.5948,320.1459
58040,-6.6246,350.0307,-319.1085,-191.8,-137.1522,312.8443
58060,-12.5453,342.1442,-323.6172,-187.7807,-127.866,317.5619
58080,-36.6278,349.3734,-301.9179,-187.5655,-116.9845,309.2594
58100,-14.049,338.2149,-308.7725,-185.8567,-125.1419,308.3874
58120,-9.9623,339.6472,-317.3959,-185.8763,-125.2042,312.2447
58140,-8.1912,352.2822,-317.9628,-210.5024,-143.4286,317.528
58160,-15.9195,339.8915,-320.0574,-192.0224,-128.5858,309.9399
58180,-50.7135,355.0119,-314.946,-191.7505,-112.1038,310.1977
58200,-38.7309,360.8316,-315.6489,-195.2962,-115.0522,311.5431
58220,-26.0394,353.3937,-306.146,-197.8334,-125.8827,307.7641
58240,-39.8772,348.0584,-310.8592,-203.0679,-118.9286,308.5231
58260,-7.3469,343.6685,-321.655,-212.5801,-142.057,314.7416
58280,-13.7225,347.9001,-309.705,-200.2475,-129.6412,313.4462
58300,-13.2545,338.8441,-303.2162,-203.9595,-133.3185,309.0846
58320,-31.7957,343.0391,-294.3219,-203.6823,-121.9866,308.1449
58340,-38.048,351.4747,-294.5124,-204.668,-116.5593,310.1197
58360,-23.1175,352.856,-286.0078,-216.7621,-133.9935,303.2981
58380,-3.294,341.1845,-300.9188,-220.3503,-138.3828,312.1321
58400,-22.1203,350.8007,-293.7103,-213.6142,-131.6376,303.6725
58420,-14.7685,344.5747,-292.9006,-213.2225,-134.7932,311.0963
58440,-21.189,338.5833,-289.7174,-211.4843,-131.5694,314.2862
58460,-47.9655,349.9863,-285.0202,-210.8069,-119.3682,305.3074
58480,-43.8747,355.4617,-289.3377,-223.3746,-130.8832,303.8674
58500,-26.2974,352.5894,-287.7327,-218.0641,-134.0939,303.9706
58520,-16.5921,351.9286,-288.9111,-231.2462,-144.07,311.5925
58540,-45.7594,361.492,-285.5536,-229.7386,-135.5148,302.6175
58560,-24.4035,351.4158,-296.5817,-225.2887,-133.9265,313.0853
58580,-23.2589,351.2995,-292.0776,-234.002,-141.0132,309.8448
58600,-20.3468,347.9265,-296.0866,-232.7317,-140.6425,312.4716
58620,-45.9337,354.0202,-289.4039,-236.7867,-136.2971,313.9494
58640,-20.7501,361.5176,-290.4558,-264.2592,-169.8685,298.3424
58660,13.1371,265.1212,-336.6193,-146.7843,-7.7185,386.5939
58680,37.1234,198.7858,-363.3019,-68.5258,121.8453,455.4432
58700,38.2619,181.9353,-371.5348,-53.5908,149.414,475.5747
58720,53.2406,161.0605,-388.5764,-37.8801,163.9491,484.5773
58740,26.8718,170.6927,-377.6673,-33.5017,182.0276,480.372
58760,42.255,158.823,-376.8435,-18.6391,195.3437,482.1857
58780,43.7486,165.1078,-379.6869,-28.57,182.687,479.2295
58800,56.3263,147.6583,-384.1928,-5.3547,199.2311,488.0048
58820,55.5327,164.0054,-386.8863,-24.2889,179.279,487.9978
58840,58.7066,155.007,-394.3056,-26.6188,182.4722,495.6317
58860,62.8966,155.7309,-388.8869,-24.1498,178.2722,488.8807
58880,43.4941,158.2702,-388.421,-24.8368,180.0213,495.5085
58900,61.198,162.4049,-386.2057,-14.4633,176.6391,487.2778
58920,55.3191,159.1782,-392.0149,-18.7392,172.7401,489.1606
58940,58.9773,167.1013,-378.646,-20.574,168.3821,486.2092
58960,36.3573,177.9282,-387.0783,-14.5448,173.3001,489.2717
58980,41.2798,172.8041,-357.0112,-29.182,162.6711,486.5609
59000,34.4684,170.6186,-368.5446,-11.4354,174.7378,489.5314
59020,33.2166,180.9613,-365.3191,-14.5719,163.8118,482.4132
59040,49.9019,188.2796,-368.2333,-24.5626,142.6308,476.3964
59060,53.9626,181.7108,-369.6905,-19.3115,139.0547,474.1904
59080,43.0475,188.6926,-363.6427,-9.599,152.1939,478.2928
59100,56.501,190.5667,-368.121,-9.2178,136.6848,470.2117
59120,22.9039,205.0983,-354.4572,14.045,158.091,465.7737
59140,36.8523,196.5495,-361.8767,20.2954,157.1072,470.0034
59160,33.988,212.536,-351.4574,10.2206,140.1841,458.9032
59180,58.3328,203.8919,-364.1008,16.1375,127.1595,470.567
59200,67.5057,206.0515,-356.8458,19.3211,116.8289,461.9724
59220,43.3081,209.8387,-353.7189,37.8221,133.9345,455.1083
59240,69.7916,196.4287,-359.6905,41.1077,118.6487,458.9997
59260,49.5162,212.6751,-359.8648,42.1432,115.0105,462.6983
59280,46.8018,226.6449,-354.4146,48.3238,115.6256,461.8285
59300,45.812,224.4274,-350.4629,55.2554,117.6895,456.4376
59320,45.8015,230.0838,-353.0097,60.4768,114.5228,454.099
59340,49.5297,227.534,-350.2294,68.4994,114.1512,448.1957
59360,64.0774,230.1256,-352.0095,64.128,90.6843,449.7251
59380,73.1563,239.3655,-346.9351,60.9125,80.132,447.2365
59400,74.5236,243.4995,-344.1227,57.8586,71.2412,446.7744
59420,105.2054,233.0639,-360.9636,75.5164,60.853,452.1761
59440,82.0362,238.5566,-352.0612,66.8449,66.7784,438.3054
59460,80.7579,245.4439,-351.6647,64.9402,58.7402,434.3842
59480,82.883,244.3444,-346.8151,81.7057,66.1081,439.2548
59500,85.1852,255.6115,-355.6779,73.1963,48.3324,447.9703
59520,78.1874,256.5402,-340.1833,73.1091,50.4025,428.8879
59540,70.2679,255.6242,-343.8329,85.3491,63.0978,435.8277
59560,71.3121,264.9841,-339.9726,68.0757,44.5545,429.0825
59580,52.9982,258.6465,-339.1756,86.5764,65.3438,427.1369
59600,67.759,264.1182,-344.9973,85.2966,48.0102,425.1137
59620,76.4568,268.0274,-347.0192,70.5638,39.7578,419.8896
59640,67.9395,277.7188,-331.8572,59.6254,25.1119,416.4991
59660,61.9511,273.834,-335.2692,57.0694,31.9642,420.2822
59680,54.7276,281.7118,-333.4798,46.5207,26.4975,418.1566
59700,75.6464,279.1348,-337.8036,43.6867,13.8667,412.7355
59720,69.8006,275.2283,-334.6053,50.6246,24.608,410.8463
59740,74.7981,276.7666,-345.1595,27.0276,6.96,421.5116
59760,71.2868,279.5283,-345.2395,31.2479,7.5426,417.2793
59780,73.0892,282.5639,-347.4152,12.9436,-5.3324,416.2807
59800,79.101,280.5413,-347.7407,17.8329,0.5211,411.9243
59820,54.9418,286.1924,-337.0921,21.3066,9.1368,401.1506
59840,41.3116,287.3009,-331.2282,18.3612,11.2602,403.8421
59860,60.3326,284.7075,-332.2652,11.6436,3.1715,403.558
59880,62.6443,290.185,-342.1976,-9.5864,-14.9503,404.6815
59900,59.536,286.3614,-335.0456,-6.8222,-12.5801,397.2446
59920,63.3015,276.5515,-346.4303,-10.266,-12.6266,407.8685
59940,47.0377,273.4826,-330.7241,-14.2922,-16.6211,390.5424
59960,51.8528,261.0422,-338.0854,-12.7445,-16.6159,393.5888
59980,44.2682,272.1845,-334.0616,-26.0791,-32.1129,386.2632
60000,73.0977,262.3759,-343.8956,-29.6023,-36.5903,391.1171
60020,56.6111,263.7354,-330.374,-13.7359,-22.2427,382.15
60040,51.1172,267.9657,-341.7283,-30.5193,-40.5619,391.3305
60060,54.1383,263.6366,-337.9063,-26.3427,-28.0479,386.6221
60080,44.9875,271.3056,-336.1838,-34.6869,-35.3081,380.5858
60100,69.2059,274.219,-339.3099,-38.2022,-45.8158,380.6024
60120,63.4442,269.6797,-339.9741,-32.8568,-38.2212,374.7646
60140,46.5809,289.8797,-325.7473,-46.2839,-45.4099,374.3909
60160,44.9484,268.5841,-335.7011,-43.6342,-43.8833,373.245
60180,62.5368,243.4702,-349.0785,-40.7389,-52.3381,387.073
60200,52.7683,228.2822,-336.2041,-44.9389,-54.7156,376.195
60220,36.9584,226.5172,-330.3127,-43.0859,-48.264,373.2479
60240,66.4159,228.8544,-333.1984,-60.5037,-71.2084,373.2692
60260,60.4105,219.9661,-344.2418,-54.9651,-62.9978,372.9846
60280,61.1487,244.1715,-334.3343,-58.5756,-66.3164,369.9327
60300,62.1365,259.3518,-338.8142,-73.728,-74.3808,371.8743
60320,63.2278,293.9491,-341.1358,-74.7015,-76.2737,370.1774
60340,56.7624,302.4519,-341.911,-85.9841,-77.6611,368.9186
60360,62.6836,299.2053,-347.0014,-73.0485,-71.3853,369.0288
60380,43.6665,319.9292,-343.5698,-85.9775,-78.472,369.8488
60400,42.041,302.8442,-347.4611,-69.9589,-57.4582,366.0426
60420,56.6998,316.2046,-347.3308,-90.7774,-83.8946,365.5412
60440,46.7845,317.528,-343.8893,-93.7807,-75.7163,368.7089
60460,84.9133,305.1824,-355.4397,-92.3551,-82.8247,362.7539
60480,36.5412,336.8389,-335.9042,-101.4463,-77.3727,356.0255
60500,25.0624,341.3791,-338.7117,-100.7061,-70.3096,354.4291
60520,47.6427,335.9889,-337.5223,-99.8293,-82.014,355.5136
60540,21.2897,343.6919,-333.4766,-100.8408,-67.6741,356.2667
60560,34.68,341.0435,-335.1013,-111.9678,-80.775,362.5324
60580,45.6917,335.2823,-332.1622,-115.1524,-85.9336,360.1881
60600,44.4559,341.1175,-335.6304,-117.3435,-92.2765,352.9898
60620,61.4167,337.2517,-338.6756,-125.1605,-94.2158,357.4415
60640,47.587,345.623,-334.1839,-127.8773,-90.4729,354.5304
60660,53.2468,345.522,-328.5616,-130.379,-94.0865,348.4963
60680,58.7819,348.5841,-332.6643,-139.9074,-98.9884,351.8625
60700,47.0281,349.3545,-330.637,-130.7366,-93.1568,338.961
60720,33.6694,357.5727,-333.2485,-141.6547,-94.3237,342.7475
60740,51.6844,349.3423,-327.162,-131.9558,-104.2377,342.5345
60760,35.4502,347.0163,-323.6298,-133.3282,-91.0689,341.6254
60780,47.4933,344.2483,-333.5183,-138.4532,-97.348,352.6938
60800,48.6049,349.9039,-331.6023,-143.1411,-103.1779,344.3498
60820,54.0378,341.7436,-342.345,-144.6506,-96.9907,349.8979
60840,41.2266,347.9791,-327.6172,-144.6856,-93.0237,338.4028
60860,41.2322,351.7264,-334.641,-135.187,-92.8646,338.9303
60880,63.1139,340.6095,-339.6228,-141.0861,-101.8597,348.8017
60900,41.9969,350.891,-334.256,-150.2419,-101.6005,351.3477
60920,34.2581,348.8678,-333.2846,-153.056,-99.1204,349.4526
60940,38.7035,358.4326,-324.5878,-157.2099,-104.5545,338.2804
60960,33.7772,359.9329,-320.9443,-155.6614,-102.6055,334.2626
60980,37.358,364.1709,-330.8449,-154.5488,-102.7782,331.4938
61000,59.5207,361.6911,-327.3265,-167.3159,-116.3649,338.0758
61020,59.4671,361.6665,-320.6514,-169.603,-121.794,321.5398
61040,56.2345,363.0479,-323.2794,-164.4952,-113.4553,326.4674
61060,47.5979,368.5178,-319.7996,-169.8141,-115.9015,327.97
61080,30.357,366.0677,-316.5838,-165.2892,-111.7688,327.627
61100,58.5025,357.3612,-326.2958,-172.4834,-123.9403,333.3482
61120,43.7661,363.8762,-317.9572,-170.9218,-120.3302,320.3336
61140,31.8209,363.6663,-314.603,-177.6292,-113.8156,327.5472
61160,56.386,360.4019,-328.3208,-171.6402,-125.5434,329.8183
61180,32.9959,367.4911,-320.9229,-181.9969,-119.9696,329.229
61200,60.0925,361.9025,-335.652,-178.4865,-125.4764,333.1181
61220,55.2789,362.3678,-329.487,-177.0443,-131.1607,332.0443
61240,58.0846,369.4749,-334.0473,-191.3245,-138.3676,327.7572
61260,27.7147,364.9467,-331.1123,-179.7006,-118.3087,343.0841
61280,22.9003,358.4228,-318.8159,-187.3038,-114.5422,337.6989
61300,34.6495,366.9617,-323.1392,-192.3289,-119.9889,331.863
61320,24.4574,363.1576,-329.9104,-191.179,-116.2116,338.9149
61340,24.3587,369.6661,-327.4753,-211.1237,-133.3441,331.9068
61360,50.9651,369.8575,-336.0596,-206.5224,-138.658,328.7489
61380,22.9587,375.1346,-328.0457,-209.3209,-135.3258,331.2932
61400,22.5797,372.1398,-329.4352,-209.0122,-130.1991,330.7939
61420,27.4099,375.3205,-325.031,-218.8828,-133.8398,328.9177
61440,47.6194,364.1827,-321.0699,-212.5794,-136.0364,327.2807
61460,17.3351,368.1618,-321.4649,-212.174,-119.2246,320.2084
61480,17.1282,376.8395,-327.2245,-224.2257,-131.898,328.5699
61500,36.4464,359.9143,-331.4528,-226.1438,-136.6158,327.829
61520,23.5103,370.1651,-329.9306,-220.6509,-122.4976,332.5495
61540,26.8923,360.7864,-336.9937,-213.3359,-122.1195,331.2867
61560,49.1444,357.1945,-331.6732,-224.7437,-142.0582,320.4891
61580,23.1993,375.9591,-327.9152,-233.5881,-135.9249,325.534
61600,23.7599,364.1297,-331.7108,-224.7541,-128.594,325.8925
61620,47.4937,373.8363,-329.3777,-241.4727,-153.5694,317.4042
61640,15.7934,381.2957,-319.1689,-237.658,-134.1963,318.7191
61660,16.5319,386.5006,-318.1292,-244.4952,-142.4828,311.5601
61680,14.9911,386.9088,-323.2814,-254.3116,-150.4715,316.5027
61700,39.9098,371.1997,-327.7031,-243.4823,-141.866,318.1427
61720,4.7171,376.609,-323.8946,-244.4024,-138.3611,309.3587
61740,6.8849,381.4925,-325.6322,-242.4098,-134.6209,316.311
61760,12.9456,382.511,-329.2555,-251.0025,-145.5584,313.1909
61780,-9.6847,372.9903,-333.8144,-232.2749,-121.475,315.0743
61800,8.1512,375.8838,-328.023,-255.6569,-140.7095,323.0733
61820,15.4451,372.4396,-339.8272,-247.1645,-139.3412,323.4329
61840,9.0181,380.7299,-323.8611,-258.963,-142.8762,315.7192
61860,8.4017,382.5161,-325.2914,-249.784,-143.8963,310.6702
61880,11.0939,375.4125,-328.6985,-244.0848,-141.7155,306.0596
61900,4.1152,370.0285,-322.9542,-245.225,-139.2282,308.2724
61920,9.7773,376.5269,-319.3495,-248.8591,-139.1781,307.8127
61940,10.1549,371.606,-322.6409,-241.7447,-133.9056,310.111
61960,4.5241,368.9597,-325.4122,-239.5253,-133.6581,307.3659
61980,9.8065,376.3621,-330.8583,-255.3455,-145.0152,307.817
62000,43.347,365.2429,-334.4331,-250.7434,-153.4978,314.3421
62020,27.4179,371.3441,-334.8997,-250.7343,-145.9656,314.0249
62040,6.4747,377.129,-329.1913,-246.975,-133.319,308.9315
62060,27.6255,370.0525,-323.7445,-246.3615,-142.898,309.8138
62080,28.9207,368.1526,-323.1266,-244.579,-141.5617,310.0074
62100,25.134,369.4385,-317.3454,-248.9731,-142.2688,302.0878
62120,12.3002,377.038,-317.9993,-252.873,-141.7484,307.0208
62140,7.8958,386.0546,-317.0547,-256.4675,-141.5425,308.1515
62160,15.3091,385.088,-326.4817,-267.4262,-155.7005,313.7597
62180,34.9508,383.683,-318.8659,-259.9747,-161.6452,307.775
62200,17.2471,370.932,-319.3383,-248.0773,-143.7298,303.5273
62220,13.3949,374.8033,-315.7963,-259.5375,-148.4669,304.2881
62240,35.7814,367.9767,-322.996,-262.3904,-154.3246,308.9427
62260,19.6893,371.667,-319.4124,-247.039,-137.1934,308.2899
62280,22.7034,370.1084,-318.3708,-246.9151,-138.7213,307.7077
62300,13.3109,369.2787,-317.7693,-252.7661,-138.5937,308.6588
62320,32.1232,361.0741,-320.3277,-247.6318,-139.0497,303.2856
62340,30.0718,365.5827,-324.6874,-254.2893,-142.0807,308.4163
62360,32.2808,364.5247,-333.7003,-253.3181,-144.3873,317.6
62380,38.7253,366.2656,-333.9157,-267.7775,-156.0263,316.6869
62400,16.0687,370.6169,-336.5655,-248.7787,-133.0003,312.9456
62420,30.9061,361.5758,-328.7314,-246.6717,-135.1696,308.8566
62440,8.2591,378.0717,-334.8698,-256.8058,-137.2503,310.9962
62460,25.9127,370.4661,-322.4702,-254.3179,-144.9623,305.3972
62480,33.0855,367.245,-322.3894,-247.8784,-141.5206,307.1386
62500,26.7065,370.5106,-324.7608,-247.8777,-142.7511,307.572
62520,14.591,387.0787,-319.8334,-256.6946,-141.5027,309.5048
62540,40.5022,376.9109,-326.5689,-256.9212,-156.2011,313.1334
62560,28.0475,378.2514,-319.1641,-256.7456,-141.9171,302.1799
62580,23.1198,371.2774,-322.8996,-260.5557,-141.904,306.0049
62600,25.2526,376.44,-324.3741,-259.7651,-148.059,303.1333
62620,33.6953,377.8553,-331.5371,-267.0795,-153.8717,312.3948
62640,34.7033,366.1985,-327.1859,-258.5309,-149.9846,306.4732
62660,33.4434,374.533,-326.2647,-265.162,-152.2948,310.8553
62680,38.1112,370.4724,-328.4689,-259.3022,-153.8462,313.0105
62700,33.755,376.583,-323.0061,-269.9825,-157.498,300.9376
62720,27.0356,373.0414,-318.3539,-270.3969,-155.2993,298.6565
62740,21.3682,371.6237,-321.2842,-264.3655,-148.418,302.1628
62760,26.5148,373.7018,-316.7321,-265.1696,-144.2472,311.1746
62780,16.999,370.1408,-313.2295,-268.3331,-141.8982,309.8328
62800,29.4678,372.5991,-315.4755,-275.3523,-152.2605,315.7661
62820,37.0164,372.3513,-322.3177,-266.5212,-150.7789,312.7083
62840,42.3789,361.1292,-321.989,-278.6995,-161.2711,310.7865
62860,28.7334,359.6901,-322.7022,-274.4154,-150.794,313.7821
62880,37.318,359.0382,-318.8333,-271.1859,-154.6143,311.3617
62900,42.2091,358.9099,-323.6451,-267.7216,-153.0092,310.4372
62920,39.1573,370.7262,-317.0932,-281.0929,-162.2762,310.1231
62940,31.8317,361.7108,-322.2928,-261.2351,-140.9148,313.3594
62960,33.5896,368.8742,-318.6293,-276.3128,-153.1236,313.0586
62980,56.8147,364.5829,-315.5883,-286.1717,-173.3884,303.4043
63000,45.6205,368.9178,-318.8664,-279.1157,-162.8869,309.3302
63020,51.0232,361.9624,-323.532,-268.476,-156.0797,309.5047
63040,49.7204,363.2839,-327.8685,-272.7518,-168.4747,306.9516
63060,50.7311,352.6891,-333.923,-269.1707,-158.4601,305.5918
63080,31.9163,366.0818,-333.9275,-265.3579,-151.5366,316.586
63100,31.5924,365.9045,-337.0482,-264.4262,-153.0601,316.7911
63120,27.6179,359.6245,-329.173,-255.1706,-141.8259,305.0004
63140,37.0355,362.7858,-335.6933,-258.6729,-152.8041,316.732
63160,22.4552,358.7684,-334.405,-256.584,-144.5934,309.4779
63180,30.0567,359.6405,-335.3467,-259.9804,-145.6389,315.1162
63200,28.2605,353.2812,-336.0922,-257.2876,-147.7368,302.8311
63220,23.4275,347.0448,-336.6786,-251.5245,-139.8118,303.2237
63240,35.255,357.2949,-333.9274,-266.6376,-155.9863,310.0103
63260,6.2292,369.6675,-325.7806,-260.0256,-140.0626,300.8723
63280,36.0569,354.5834,-334.2029,-254.169,-144.0079,304.4305
63300,8.8896,371.9588,-326.3954,-260.2327,-140.865,306.1215
63320,34.897,371.2689,-343.4722,-267.3796,-155.4804,312.1108
63340,30.8614,371.4915,-331.0054,-272.3326,-155.6881,313.1971
63360,33.613,362.1891,-341.1851,-265.7278,-154.0236,310.5686
63380,31.8071,368.1826,-336.418,-270.7254,-153.8105,310.6016
63400,32.4333,365.2352,-343.6901,-270.1238,-150.9873,315.0295
63420,27.8626,360.7317,-344.4264,-273.364,-152.3881,310.7451
63440,19.5919,367.0232,-326.487,-271.9775,-142.7288,310.449
63460,18.3477,372.7752,-322.8523,-266.5836,-143.8404,304.5738
63480,27.2737,371.2717,-334.908,-275.0803,-146.5947,318.3109
63500,30.6539,371.0113,-324.1643,-279.4119,-147.756,311.8393
63520,15.9188,367.257,-331.756,-264.7399,-131.0215,308.4544
63540,33.5875,375.8083,-333.344,-273.167,-145.0164,316.6758
63560,26.2386,374.6686,-327.1301,-270.7959,-138.9594,308.6667
63580,27.9027,375.6096,-329.2209,-270.0951,-140.413,315.7738
63600,2.6141,371.1098,-320.9809,-263.9146,-128.4685,310.7648
63620,6.1152,378.8474,-320.4867,-267.7919,-140.4626,306.9314
63640,9.2873,371.5595,-324.2299,-259.2675,-134.9606,310.0935
63660,4.1562,374.2139,-332.2309,-262.084,-135.522,312.7315
63680,29.6922,368.8013,-328.6196,-260.9398,-146.7414,308.4924
63700,24.7449,364.7948,-330.183,-254.9374,-139.6898,311.5796
63720,15.7844,372.7755,-329.7141,-250.847,-134.5405,311.652
63740,6.6797,361.7734,-329.7011,-255.1217,-139.7434,307.3989
63760,35.2067,352.4655,-325.1121,-253.9162,-157.1098,299.567
63780,27.9791,358.3299,-330.3977,-251.1024,-152.3055,314.7772
63800,5.6752,356.5613,-319.8595,-244.692,-144.3712,313.4267
63820,5.5471,356.4737,-315.7945,-234.6235,-135.9365,308.7828
63840,16.3961,358.0414,-319.6599,-235.3565,-138.1817,315.3423
63860,36.7351,352.0085,-327.9761,-226.4389,-144.4656,305.31
63880,35.21,361.4261,-332.2336,-231.221,-148.5515,305.2331
63900,29.4527,364.5329,-333.5288,-223.6693,-145.2241,302.6609
63920,16.985,375.4775,-329.2717,-222.6964,-135.0749,305.9998
63940,37.8009,367.7149,-328.6382,-221.8335,-150.6646,303.2721
63960,43.9963,368.5733,-342.8346,-213.1652,-152.7196,304.5297
63980,14.0168,381.7492,-338.7366,-218.1012,-143.3545,307.7078
64000,23.4782,375.3134,-340.5202,-194.1295,-133.5763,308.7356
64020,44.1519,375.2147,-339.5056,-211.2086,-153.401,302.5041
64040,33.7743,385.0824,-338.1443,-211.9555,-147.2354,307.8144
64060,26.8121,375.6897,-337.4466,-193.1774,-133.407,312.1701
64080,24.7856,383.3843,-330.4664,-199.6649,-137.9986,298.5531
64100,28.8409,371.8957,-336.1251,-191.4257,-132.5685,314.3065
64120,28.6346,385.3445,-335.1696,-193.725,-132.4333,313.6783
64140,22.5747,387.2014,-335.4887,-196.1376,-132.846,316.0034
64160,6.8198,386.3828,-326.9286,-182.3727,-122.2383,311.6216
64180,6.6463,389.9448,-331.3918,-187.0509,-123.1582,319.0465
64200,10.8894,387.0655,-325.5838,-200.3759,-133.7436,316.9872
64220,19.4333,376.0947,-323.5857,-188.8296,-123.0969,310.6926
64240,-5.1913,394.1383,-312.1324,-186.3336,-118.9382,310.0431
64260,2.065,391.514,-316.5023,-193.6335,-118.9609,315.2554
64280,-3.2132,386.5249,-316.4414,-201.4018,-122.537,320.0196
64300,-3.5483,380.9972,-320.0631,-187.0543,-111.5883,319.7658
64320,-35.4304,396.2848,-303.6701,-203.789,-109.6895,316.5164
64340,-8.0429,382.1469,-317.7096,-191.535,-115.0191,314.3568
64360,-4.6284,371.0717,-329.6893,-195.6212,-117.6204,317.633
64380,-32.1233,388.5024,-322.0594,-197.2085,-114.0621,312.4955
64400,-36.2511,383.9612,-328.9348,-198.4153,-114.2818,318.6459
64420,-7.9756,373.332,-333.6258,-208.822,-134.4072,320.3979
64440,-26.9512,378.1274,-337.3738,-214.2235,-132.3958,323.0908
64460,-32.5194,376.2731,-346.9912,-212.1069,-131.8143,320.691
64480,-28.6863,374.3141,-355.1355,-218.3588,-145.1761,330.4075
64500,-40.4536,375.3804,-361.7784,-226.4896,-145.7978,325.4169
64520,-27.3687,369.6002,-369.5513,-227.1697,-158.2635,324.1634
64540,-55.3532,347.2053,-391.9358,-222.5355,-144.5752,328.9154
64560,-74.1446,305.523,-400.0776,-221.7267,-154.2807,327.4145
64580,-102.4378,285.5096,-402.7704,-221.3031,-153.8463,325.8181
64600,-90.5805,267.3296,-413.5914,-224.2478,-167.6849,325.0311
64620,-99.6892,261.7061,-407.1643,-223.9255,-170.4146,323.524
64640,-104.9529,234.3964,-417.9562,-228.7709,-176.6783,324.6802
64660,-125.7732,222.6536,-424.2697,-223.564,-177.6118,324.0442
64680,-141.3326,190.8324,-444.773,-216.741,-174.255,327.731
64700,-162.5581,194.4473,-447.5044,-224.8425,-188.6188,319.0096
64720,-167.3658,190.2106,-452.8273,-226.3968,-189.8313,321.2942
